"","name","state","jurisdiction","description","security","age","gender","diff_operator_dummy","diff_operator","population","capacity","hifld_id","bjs_id","current","source_population","source_capacity","latitude","longitude","county_fips","zipcode","city","county"
"1014","SING SING CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,1576,1700,10003209,"330000000071000000000","Current","HIFLD","HIFLD",41.15113207,-73.86839617,36119,10562,"OSSINING","WESTCHESTER"
"1015","SOUTHPORT CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,486,945,10003193,"330000000076700000000","Current","HIFLD","HIFLD",42.05072662,-76.79602211,36015,14871,"PINE CITY","CHEMUNG"
"1016","STATEWIDE","New York","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1017","SULLIVAN CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,439,763,10003200,"330000000075500000000","Current","HIFLD","HIFLD",41.7429292,-74.59005667,36105,12733,"FALLSBURG","SULLIVAN"
"1018","TACONIC CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,347,502,10003208,"330000000072200000000","Current","HIFLD","HIFLD",41.2436115,-73.6790141,36119,10507,"BEDFORD HILLS","WESTCHESTER"
"1019","ULSTER CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,785,882,10003196,"330000000076900000000","Current","HIFLD","HIFLD",41.74333049,-74.35655138,36111,12458,"NAPANOCH","ULSTER"
"1020","UPSTATE CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,1221,1500,10003130,"330000000077900000000","Current","HIFLD","HIFLD",44.88671942,-74.32479273,36033,12953,"MALONE","FRANKLIN"
"1021","VOLUNTEERS OF AMERICA OF WESTERN NEW YORK INC RRC ROCHESTER","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"338056666079000000000","Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1022","WALLKILL CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,550,606,10003197,"330000000070900000000","Current","HIFLD","HIFLD",41.6281345,-74.163444,36111,12589,"WALLKILL","ULSTER"
"1023","WASHINGTON CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,868,882,10003140,"330000000075600000000","Current","HIFLD","HIFLD",43.46844862,-73.42953484,36115,12821,"COMSTOCK","WASHINGTON"
"1024","WATERTOWN CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,526,873,10003138,"330000000074100000000","Current","HIFLD","HIFLD",43.92431278,-75.90798725,36045,13601,"WATERTOWN","JEFFERSON"
"1025","WENDE CORRECTIONAL FACILITY","New York","state","Prison","Max","A","M",NA,NA,872,961,10003165,"330000000074500000000","Current","HIFLD","HIFLD",42.93100121,-78.54254232,36029,14004,"ALDEN","ERIE"
"1026","WILLARD CORRECTIONAL FACILITY","New York","state","Transitional Center",NA,"A","M",NA,NA,692,900,10003170,"330000000078000000000","Current","HIFLD","HIFLD",42.67994639,-76.86544013,36099,14588,"WILLARD","SENECA"
"1027","WOODBOURNE CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,798,849,10003201,"330000000071600000000","Current","HIFLD","HIFLD",41.75330527,-74.59222191,36105,12788,"WOODBOURNE","SULLIVAN"
"1028","WYOMING CORRECTIONAL FACILITY","New York","state","Prison","Med","A","M",NA,NA,1392,1722,10003175,"330000000075200000000","Current","HIFLD","HIFLD",42.84949172,-78.26200416,36121,14011,"ATTICA","WYOMING"
"1029","ALBEMARLE CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,624,816,10001786,"340000000074470000000","Current","HIFLD","HIFLD",35.41602345,-80.13737358,37167,28127,"NEW LONDON","STANLY"
"1030","ALEXANDER CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max/Min","A","M",NA,NA,1180,1180,10001023,"340000000071993000000","Current","HIFLD","HIFLD",35.88442972,-81.17672747,37003,28681,"TAYLORSVILLE","ALEXANDER"
"1031","ANSON CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","F",NA,NA,1000,1000,10001790,NA,"Current","HIFLD","HIFLD",34.98898821,-80.18047081,37007,28135,"POLKTON","ANSON"
"1032","AVERY MITCHELL CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,895,816,10001754,"340000000071991000000","Current","HIFLD","HIFLD",35.93113624,-82.00196607,37011,28777,"SPRUCE PINE","AVERY"
"1033","BALDEN CC","North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,37015,NA,NA,NA
"1034","BERTIE CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max","A","M",NA,NA,1504,1400,10001759,"340000000079999000000","Current","HIFLD","HIFLD",35.9692523,-76.90859254,37015,27983,"WINDSOR","BERTIE"
"1035","BLADEN CC","North Carolina",NA,NA,NA,NA,NA,NA,NA,0,172,10001795,"340000000074500000000","Previous","HIFLD","HIFLD",NA,NA,37017,28337,"ELIZABETHTOWN","BLADEN"
"1036","BURKE CONFINEMENT IN RESPONSE TO VIOLATION","North Carolina","state","Detention Center",NA,NA,NA,NA,NA,858,858,10001769,NA,"Current","HIFLD","HIFLD",35.67991917,-81.69067652,37023,28655,"MORGANTON","BURKE"
"1037","BUTNER FEDERAL MEDICAL FACILITY","North Carolina","federal","Medical Facility",NA,NA,NA,NA,NA,945,868,10001760,"346039666070780000000","Current","HIFLD","HIFLD",36.137654,-78.81379317,37077,27509,"BUTNER","GRANVILLE"
"1038","BUTNER LOW FEDERAL CORRECTIONAL INSTITUTION","North Carolina","federal","Prison",NA,NA,NA,NA,NA,1197,992,10001748,"346039666070760000000","Current","HIFLD","HIFLD",36.14403069,-78.79959297,37077,27509,"BUTNER","GRANVILLE"
"1039","BUTNER MEDIUM I FEDERAL CORRECTIONAL INSTITUTION","North Carolina","federal","Prison",NA,NA,NA,NA,NA,945,868,10001760,"346039666070740000000","Current","HIFLD","HIFLD",36.137654,-78.81379317,37077,27509,"BUTNER","GRANVILLE"
"1040","BUTNER MEDIUM II FEDERAL CORRECTIONAL INSTITUTION","North Carolina","federal","Prison",NA,NA,NA,NA,NA,1549,1151,10001761,"346039666070770000000","Current","HIFLD","HIFLD",NA,NA,37077,27509,"BUTNER","GRANVILLE"
"1041","CALDWELL CORRECTIONAL CENTER","North Carolina","state","Transitional Center","Min","A","M",NA,NA,238,238,10004170,"340000000072200000000","Current","HIFLD","HIFLD",35.85543098,-81.52095003,37027,28645,"LENOIR","CALDWELL"
"1042","CALEDONIA CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med/Min","A","M",NA,NA,1038,1038,10002633,"340000000070300000000","Current","HIFLD","HIFLD",36.30154625,-77.45463622,37083,27882,"TILLERY","HALIFAX"
"1043","CARTERET CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,300,300,10004216,"340000000070800000000","Current","HIFLD","HIFLD",34.78213567,-76.84531101,37031,28570,"NEWPORT","CARTERET"
"1044","CASWELL CORRECTIONAL CENTER","North Carolina","state","Prison","Med","A","M",NA,NA,460,460,10001749,"340000000075500000000","Current","HIFLD","HIFLD",36.41890724,-79.34228117,37033,27212,"BLANCH","CASWELL"
"1045","CATAWBA CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,246,246,10002638,"340000000076700000000","Current","HIFLD","HIFLD",35.61581975,-81.20959244,37035,28658,"NEWTON","CATAWBA"
"1046","CENTRAL PRISON","North Carolina","state","Prison",NA,"A","M",NA,NA,1104,1104,10001766,"340000000070100000000","Current","HIFLD","HIFLD",35.77759538,-78.65503194,37183,27606,"RALEIGH","WAKE"
"1047","COLUMBUS CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,584,698,10001798,"340000000074600000000","Current","HIFLD","HIFLD",34.27835912,-78.71957039,37047,28472,"WHITEVILLE","COLUMBUS"
"1048","CORECIVIC RALEIGH","North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1049","CRAGGY CORRECTIONAL CENTER","North Carolina","state","Prison","Med","A","M",NA,NA,594,408,10002640,"340000000072300000000","Current","HIFLD","HIFLD",35.66356803,-82.61517732,37021,28804,"ASHEVILLE","BUNCOMBE"
"1050","CRAVEN CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,850,850,10001787,"340000000074480000000","Current","HIFLD","HIFLD",35.31703318,-77.11802203,37049,28586,"VANCEBORO","CRAVEN"
"1051","DAN RIVER PRISON WORK FARM","North Carolina","state","Work Camp","Min","A","M",NA,NA,614,640,10001750,"340000000079920000000","Current","HIFLD","HIFLD",36.43326247,-79.34720022,37033,27212,"BLANCH","CASWELL"
"1052","DAVIDSON CORRECTIONAL CENTER","North Carolina","state","Transitional Center","Min","A","M",NA,NA,258,258,10004177,NA,"Current","HIFLD","HIFLD",35.81521234,-80.23118631,37057,27292,"LEXINGTON","DAVIDSON"
"1053","DAVIDSON CORRECTIONAL CENTER","North Carolina","state","Transitional Center","Min","A","M",NA,NA,NA,258,NA,"340000000075600000000","Current",NA,"Public Records",NA,NA,37057,NA,NA,NA
"1054","DISMAS CHARITIES RRC GREENSBORO","North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"348041666079677700000","Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1055","EASTERN CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,616,429,10001775,"340000000078600000000","Current","HIFLD","HIFLD",35.47818749,-77.59895815,37079,28554,"MAURY","GREENE"
"1056","BUTNER LOW FEDERAL CORRECTIONAL INSTITUTION","North Carolina","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"346039666070760000000","Current",NA,NA,NA,NA,37063,NA,NA,NA
"1057","BUTNER MEDIUM I FEDERAL CORRECTIONAL INSTITUTION","North Carolina","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"346039666070740000000","Current",NA,NA,NA,NA,37063,NA,NA,NA
"1058","BUTNER FEDERAL MEDICAL FACILITY","North Carolina","federal","Medical Facility",NA,NA,NA,NA,NA,NA,NA,NA,"346039666070780000000","Current",NA,NA,NA,NA,37063,NA,NA,NA
"1059","FOOTHILLS CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max/Min","A","M",NA,NA,858,858,10001769,"340000000071700000000","Current","HIFLD","HIFLD",35.67991917,-81.69067652,37023,28655,"MORGANTON","BURKE"
"1060","FORSYTH CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,248,248,10004159,"340000000075800000000","Current","HIFLD","HIFLD",36.1445991,-80.26255017,37067,27105,"WINSTON-SALEM","FORSYTH"
"1061","FRANKLIN CORRECTIONAL CENTER","North Carolina","state","Prison","Med","A","M",NA,NA,452,452,10004157,"340000000073200000000","Current","HIFLD","HIFLD",35.94586746,-78.24921097,37069,27508,"BUNN","FRANKLIN"
"1062","GASTON CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,242,242,10004210,"340000000076900000000","Current","HIFLD","HIFLD",35.31350117,-81.19417808,37071,28034,"DALLAS","GASTON"
"1063","GREENE CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Min","A","M",NA,NA,616,616,10001775,"340000000071900000000","Current","HIFLD","HIFLD",35.47818749,-77.59895815,37079,28554,"MAURY","GREENE"
"1064","HARNETT CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,988,988,10001025,"340000000077900000000","Current","HIFLD","HIFLD",35.38741041,-78.80077653,37085,27546,"LILLINGTON","HARNETT"
"1065","HYDE CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Min","A","M",NA,NA,648,648,10004193,"340000000074460000000","Current","HIFLD","HIFLD",35.49419232,-76.33468785,37095,27826,"FAIRFIELD","HYDE"
"1066","JOHNSTON CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Min","A","M",NA,NA,640,640,10004190,"340000000073400000000","Current","HIFLD","HIFLD",35.557452,-78.32899764,37101,27577,"SMITHFIELD","JOHNSTON"
"1067","LINCOLN CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,233,202,10004197,"340000000077100000000","Current","HIFLD","HIFLD",35.48401482,-81.23538649,37109,28092,"LINCOLNTON","LINCOLN"
"1068","LINCOLN CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,233,202,10004197,"340000000077100000000","Current","HIFLD","HIFLD",35.48401482,-81.23538649,37109,28092,"LINCOLNTON","LINCOLN"
"1069","LUMBERTON CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Min","A","M",NA,NA,784,768,10001027,"340000000071020000000","Current","HIFLD","HIFLD",34.5873676,-79.054786,37155,28359,"LUMBERTON","ROBESON"
"1070","MARION CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Min","A","M",NA,NA,654,793,10001770,"340000000071030000000","Current","HIFLD","HIFLD",35.64026256,-81.94698374,37111,28752,"MARION","MCDOWELL"
"1071","MAURY CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max/Min","A","M",NA,NA,1258,1504,10001776,"340000000079998000000","Current","HIFLD","HIFLD",35.44876119,-77.60764781,37079,28538,"HOOKERTON","GREENE"
"1072","MORRISON CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,739,801,10004219,"340000000078200000000","Current","HIFLD","HIFLD",35.02193053,-79.60712744,37153,28347,"HOFFMAN","RICHMOND"
"1073","MOUNTAIN VIEW CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,895,884,10001754,"340000000079996000000","Current","HIFLD","HIFLD",35.93113624,-82.00196607,37011,28777,"SPRUCE PINE","AVERY"
"1074","NASH CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,652,654,10001763,"340000000073500000000","Current","HIFLD","HIFLD",35.9691042,-78.01514843,37127,27856,"NASHVILLE","NASH"
"1075","NORTH CAROLINA CORRECTIONAL INSTITUTION FOR WOMEN","North Carolina","state","Prison","Max/Min","A","F",NA,NA,1646,1776,10004173,"340000000070200000000","Current","HIFLD","HIFLD",35.76470598,-78.62096416,37183,27610,"RALEIGH","WAKE"
"1076","NEUSE CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,15,788,10001782,"340000000071010000000","Current","HIFLD","HIFLD",35.38793305,-78.03684678,37191,27533,"GOLDSBORO","WAYNE"
"1077","NEW HANOVER CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,387,402,10001801,"340000000071500000000","Current","HIFLD","HIFLD",34.26648745,-77.92266866,37129,28402,"WILMINGTON","NEW HANOVER"
"1078","NORTH PIEDMONT CONFINEMENT IN RESPONSE TO VIOLATION","North Carolina","state","Detention Center",NA,"A","F",NA,NA,0,136,10004178,"340000000079930000000","Current","HIFLD","HIFLD",NA,NA,37057,27292,"LEXINGTON","DAVIDSON"
"1079","ORANGE CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,198,200,10004165,"340000000073600000000","Current","HIFLD","HIFLD",36.05345198,-79.10118383,37135,27278,"HILLSBOROUGH","ORANGE"
"1080","PAMLICO CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,561,550,10001788,"340000000079997000000","Current","HIFLD","HIFLD",35.16043587,-76.77080712,37137,28515,"BAYBORO","PAMLICO"
"1081","PASQUOTANK CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max/Min","A","M",NA,NA,679,896,10001752,"340000000079910000000","Current","HIFLD","HIFLD",36.36067354,-76.31073875,37139,27906,"ELIZABETH CITY","PASQUOTANK"
"1082","PENDER CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,747,768,10004226,"340000000071300000000","Current","HIFLD","HIFLD",34.55471094,-77.93711186,37141,28425,"BURGAW","PENDER"
"1083","PIEDMONT CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med/Min","A","M",NA,NA,961,952,10004183,"340000000078800000000","Current","HIFLD","HIFLD",35.62127907,-80.5450782,37159,28147,"SALISBURY","ROWAN"
"1084","POLK CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max/Min","A","M",NA,NA,877,904,10001747,"340000000078000000000","Current","HIFLD","HIFLD",36.13581599,-78.78554777,37077,27509,"BUTNER","GRANVILLE"
"1085","RALEIGH CCW","North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"340000000079800000000","Previous",NA,NA,NA,NA,37183,NA,NA,NA
"1086","RANDOLPH CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,225,226,10001771,"340000000076100000000","Current","HIFLD","HIFLD",35.66810835,-79.82424228,37151,27203,"ASHEBORO","RANDOLPH"
"1087","RIVERS CORRECTIONAL INSTITUTION","North Carolina","federal","Prison",NA,NA,NA,NA,NA,1217,1450,10001745,"348046666079111100000","Current","HIFLD","HIFLD",36.40526967,-76.95966914,37091,27986,"WINTON","HERTFORD"
"1088","RUTHERFORD CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,236,236,10001778,"340000000072700000000","Current","HIFLD","HIFLD",35.36509371,-81.91454325,37161,28160,"SPINDALE","RUTHERFORD"
"1089","SAMPSON CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med/Min","A","M",NA,NA,458,452,10004213,"340000000075200000000","Current","HIFLD","HIFLD",35.01274206,-78.34089616,37163,28328,"CLINTON","SAMPSON"
"1090","SANFORD CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,295,298,10001777,"340000000073800000000","Current","HIFLD","HIFLD",35.4726341,-79.1593789,37105,27330,"SANFORD","LEE"
"1091","SCOTLAND CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max/Min","A","M",NA,NA,1615,1652,10001793,"340000000071994000000","Current","HIFLD","HIFLD",34.81190277,-79.36494701,37165,28353,"LAURINBURG","SCOTLAND"
"1092","SOUTH RALEIGH RE ENTRY CENTER","North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1093","SOUTHERN CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max","A","M",NA,NA,672,664,10001784,"340000000078500000000","Current","HIFLD","HIFLD",35.37938363,-79.87216029,37123,27371,"TROY","MONTGOMERY"
"1094","STATEWIDE","North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1095","SWANNANOA CORRECTIONAL CENTER FOR WOMEN","North Carolina","state","Prison","Min","A","F",NA,NA,360,366,10006217,"340000000079960000000","Current","HIFLD","HIFLD",35.61094196,-82.37390015,37021,28711,"BLACK MOUNTAIN","BUNCOMBE"
"1096","TABOR CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max/Min","A","M",NA,NA,1721,1752,10001799,"340000000079950000000","Current","HIFLD","HIFLD",34.18742355,-78.91156021,37047,28463,"TABOR CITY","COLUMBUS"
"1097","TYRRELL PRISON WORK FARM","North Carolina","state","Work Camp","Min","A","M",NA,NA,639,620,10001021,"340000000079940000000","Current","HIFLD","Public Records",NA,NA,37177,27925,"COLUMBIA","TYRRELL"
"1098","WAKE CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,407,414,10004174,"340000000074200000000","Current","HIFLD","HIFLD",35.76529636,-78.61752518,37183,27610,"RALEIGH","WAKE"
"1099","WARREN CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max/Min","A","M",NA,NA,667,809,10004146,"340000000074450000000","Current","HIFLD","HIFLD",36.41681967,-78.27022977,37185,27553,"MANSON","WARREN"
"1100","WILKES CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,266,268,10004153,"340000000072900000000","Current","HIFLD","HIFLD",36.16455616,-81.1320742,37193,28659,"NORTH WILKESBORO","WILKES"
"1101","CENTRAL OFFICE","North Dakota","state","Administrative",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1102","COMMUNITY EXTENDED NUCLEAR TRA RRC FARGO","North Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1103","DIVISION OF JUVENILE SERVICES","North Dakota","state","Geographic",NA,"J",NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1104","DAKOTA WOMENS CORRECTIONAL REHABILITATION CENTER","North Dakota","state","Prison","Min","A","F",NA,NA,NA,NA,NA,"350000000071200000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"1105","JAMES RIVER CORRECTIONAL CENTER","North Dakota","state","Prison","Med","A","M",NA,NA,439,424,10003603,"350000000070300000000","Current","HIFLD","HIFLD",46.88322924,-98.68507045,38093,58401,"JAMESTOWN","STUTSMAN"
"1106","MISSOURRI RIVER CORRECTIONAL CENTER","North Dakota","state","Prison","Min","A","M",NA,NA,187,191,10003602,"350000000070200000000","Current","HIFLD","HIFLD",46.75378779,-100.8227808,38015,58506,"BISMARCK","BURLEIGH"
"1107","NORTH DAKOTA STATE PENITENTIARY","North Dakota","state","Prison","Max","A","M",NA,NA,753,520,10003601,"350000000070100000000","Current","HIFLD","HIFLD",46.79996701,-100.7415405,38015,58506,"BISMARCK","BURLEIGH"
"1108","PROBATION AND PAROLE","North Dakota","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1109","YOUTH CORRECTIONAL CENTER","North Dakota","state","Prison",NA,"J","B",NA,NA,NA,NA,NA,NA,"Current",NA,NA,46.8187668,-100.913189,NA,58554,"MANDAN",NA
"1110","ACS CORRECTIONS","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1111","ALTERNATIVES INCORPORATED","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1112","ALVIS HOUSE INC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1113","ATALBERT HOUSE INC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1114","CHASE CENTER","Not Available","federal","Prison","Min","A","M",NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1115","COMMUNITY SOLUTIONS INC","Not Available","federal","Contractor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1116","CORE SERVICES GROUP INC RRC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1117","DISMAS CCC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1118","DISMAS CHARITIES COMMCORRCTR","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1119","DISMAS CHARITIES INC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1120","DISMAS HOUSE CHARITIES INC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1121","DRC DAY REPORTING CENTER GEO","Not Available","federal","Transitional Center",NA,NA,NA,"Different Operator","GeoGroup",NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1122","GEO CARE","Not Available","federal","Contractor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1123","GEO CARE INC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
