"name","state","jurisdiction","description","security","age","gender","diff_operator_dummy","diff_operator","population","capacity","hifld_id","bjs_id","current","source_population","source_capacity","latitude","longitude","county_fips","zipcode","city","county"
"AVERY MITCHELL CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,895,816,10001754,"340000000071991000000","Current","HIFLD","HIFLD",35.93113624,-82.00196607,37011,28777,"SPRUCE PINE","AVERY"
"BALDEN CC","North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,37015,NA,NA,NA
"BERTIE CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max","A","M",NA,NA,1504,1400,10001759,"340000000079999000000","Current","HIFLD","HIFLD",35.9692523,-76.90859254,37015,27983,"WINDSOR","BERTIE"
"BLADEN CC","North Carolina",NA,NA,NA,NA,NA,NA,NA,0,172,10001795,"340000000074500000000","Previous","HIFLD","HIFLD",NA,NA,37017,28337,"ELIZABETHTOWN","BLADEN"
"BURKE CONFINEMENT IN RESPONSE TO VIOLATION","North Carolina","state","Detention Center",NA,NA,NA,NA,NA,858,858,10001769,NA,"Current","HIFLD","HIFLD",35.67991917,-81.69067652,37023,28655,"MORGANTON","BURKE"
"BUTNER FEDERAL MEDICAL FACILITY","North Carolina","federal","Medical Facility",NA,NA,NA,NA,NA,945,868,10001760,"346039666070780000000","Current","HIFLD","HIFLD",36.137654,-78.81379317,37077,27509,"BUTNER","GRANVILLE"
"BUTNER LOW FEDERAL CORRECTIONAL INSTITUTION","North Carolina","federal","Prison",NA,NA,NA,NA,NA,1197,992,10001748,"346039666070760000000","Current","HIFLD","HIFLD",36.14403069,-78.79959297,37077,27509,"BUTNER","GRANVILLE"
"BUTNER MEDIUM I FEDERAL CORRECTIONAL INSTITUTION","North Carolina","federal","Prison",NA,NA,NA,NA,NA,945,868,10001760,"346039666070740000000","Current","HIFLD","HIFLD",36.137654,-78.81379317,37077,27509,"BUTNER","GRANVILLE"
"BUTNER MEDIUM II FEDERAL CORRECTIONAL INSTITUTION","North Carolina","federal","Prison",NA,NA,NA,NA,NA,1549,1151,10001761,"346039666070770000000","Current","HIFLD","HIFLD",NA,NA,37077,27509,"BUTNER","GRANVILLE"
"CALDWELL CORRECTIONAL CENTER","North Carolina","state","Transitional Center","Min","A","M",NA,NA,238,238,10004170,"340000000072200000000","Current","HIFLD","HIFLD",35.85543098,-81.52095003,37027,28645,"LENOIR","CALDWELL"
"CALEDONIA CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med/Min","A","M",NA,NA,1038,1038,10002633,"340000000070300000000","Current","HIFLD","HIFLD",36.30154625,-77.45463622,37083,27882,"TILLERY","HALIFAX"
"CARTERET CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,300,300,10004216,"340000000070800000000","Current","HIFLD","HIFLD",34.78213567,-76.84531101,37031,28570,"NEWPORT","CARTERET"
"CASWELL CORRECTIONAL CENTER","North Carolina","state","Prison","Med","A","M",NA,NA,460,460,10001749,"340000000075500000000","Current","HIFLD","HIFLD",36.41890724,-79.34228117,37033,27212,"BLANCH","CASWELL"
"CATAWBA CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,246,246,10002638,"340000000076700000000","Current","HIFLD","HIFLD",35.61581975,-81.20959244,37035,28658,"NEWTON","CATAWBA"
"CENTRAL PRISON","North Carolina","state","Prison",NA,"A","M",NA,NA,1104,1104,10001766,"340000000070100000000","Current","HIFLD","HIFLD",35.77759538,-78.65503194,37183,27606,"RALEIGH","WAKE"
"COLUMBUS CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,584,698,10001798,"340000000074600000000","Current","HIFLD","HIFLD",34.27835912,-78.71957039,37047,28472,"WHITEVILLE","COLUMBUS"
"CORECIVIC RALEIGH","North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"CRAGGY CORRECTIONAL CENTER","North Carolina","state","Prison","Med","A","M",NA,NA,594,408,10002640,"340000000072300000000","Current","HIFLD","HIFLD",35.66356803,-82.61517732,37021,28804,"ASHEVILLE","BUNCOMBE"
"CRAVEN CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,850,850,10001787,"340000000074480000000","Current","HIFLD","HIFLD",35.31703318,-77.11802203,37049,28586,"VANCEBORO","CRAVEN"
"DAN RIVER PRISON WORK FARM","North Carolina","state","Work Camp","Min","A","M",NA,NA,614,640,10001750,"340000000079920000000","Current","HIFLD","HIFLD",36.43326247,-79.34720022,37033,27212,"BLANCH","CASWELL"
"DAVIDSON CORRECTIONAL CENTER","North Carolina","state","Transitional Center","Min","A","M",NA,NA,258,258,10004177,NA,"Current","HIFLD","HIFLD",35.81521234,-80.23118631,37057,27292,"LEXINGTON","DAVIDSON"
"DAVIDSON CORRECTIONAL CENTER","North Carolina","state","Transitional Center","Min","A","M",NA,NA,NA,258,NA,"340000000075600000000","Current",NA,"Public Records",NA,NA,37057,NA,NA,NA
"DISMAS CHARITIES RRC GREENSBORO","North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"348041666079677700000","Previous",NA,NA,NA,NA,NA,NA,NA,NA
"EASTERN CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,616,429,10001775,"340000000078600000000","Current","HIFLD","HIFLD",35.47818749,-77.59895815,37079,28554,"MAURY","GREENE"
"BUTNER LOW FEDERAL CORRECTIONAL INSTITUTION","North Carolina","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"346039666070760000000","Current",NA,NA,NA,NA,37063,NA,NA,NA
"BUTNER MEDIUM I FEDERAL CORRECTIONAL INSTITUTION","North Carolina","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"346039666070740000000","Current",NA,NA,NA,NA,37063,NA,NA,NA
"BUTNER FEDERAL MEDICAL FACILITY","North Carolina","federal","Medical Facility",NA,NA,NA,NA,NA,NA,NA,NA,"346039666070780000000","Current",NA,NA,NA,NA,37063,NA,NA,NA
"FOOTHILLS CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max/Min","A","M",NA,NA,858,858,10001769,"340000000071700000000","Current","HIFLD","HIFLD",35.67991917,-81.69067652,37023,28655,"MORGANTON","BURKE"
"FORSYTH CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,248,248,10004159,"340000000075800000000","Current","HIFLD","HIFLD",36.1445991,-80.26255017,37067,27105,"WINSTON-SALEM","FORSYTH"
"FRANKLIN CORRECTIONAL CENTER","North Carolina","state","Prison","Med","A","M",NA,NA,452,452,10004157,"340000000073200000000","Current","HIFLD","HIFLD",35.94586746,-78.24921097,37069,27508,"BUNN","FRANKLIN"
"GASTON CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,242,242,10004210,"340000000076900000000","Current","HIFLD","HIFLD",35.31350117,-81.19417808,37071,28034,"DALLAS","GASTON"
"GREENE CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Min","A","M",NA,NA,616,616,10001775,"340000000071900000000","Current","HIFLD","HIFLD",35.47818749,-77.59895815,37079,28554,"MAURY","GREENE"
"HARNETT CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,988,988,10001025,"340000000077900000000","Current","HIFLD","HIFLD",35.38741041,-78.80077653,37085,27546,"LILLINGTON","HARNETT"
"HYDE CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Min","A","M",NA,NA,648,648,10004193,"340000000074460000000","Current","HIFLD","HIFLD",35.49419232,-76.33468785,37095,27826,"FAIRFIELD","HYDE"
"JOHNSTON CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Min","A","M",NA,NA,640,640,10004190,"340000000073400000000","Current","HIFLD","HIFLD",35.557452,-78.32899764,37101,27577,"SMITHFIELD","JOHNSTON"
"LINCOLN CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,233,202,10004197,"340000000077100000000","Current","HIFLD","HIFLD",35.48401482,-81.23538649,37109,28092,"LINCOLNTON","LINCOLN"
"LINCOLN CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,233,202,10004197,"340000000077100000000","Current","HIFLD","HIFLD",35.48401482,-81.23538649,37109,28092,"LINCOLNTON","LINCOLN"
"LUMBERTON CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Min","A","M",NA,NA,784,768,10001027,"340000000071020000000","Current","HIFLD","HIFLD",34.5873676,-79.054786,37155,28359,"LUMBERTON","ROBESON"
"MARION CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Min","A","M",NA,NA,654,793,10001770,"340000000071030000000","Current","HIFLD","HIFLD",35.64026256,-81.94698374,37111,28752,"MARION","MCDOWELL"
"MAURY CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max/Min","A","M",NA,NA,1258,1504,10001776,"340000000079998000000","Current","HIFLD","HIFLD",35.44876119,-77.60764781,37079,28538,"HOOKERTON","GREENE"
"MORRISON CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,739,801,10004219,"340000000078200000000","Current","HIFLD","HIFLD",35.02193053,-79.60712744,37153,28347,"HOFFMAN","RICHMOND"
"MOUNTAIN VIEW CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,895,884,10001754,"340000000079996000000","Current","HIFLD","HIFLD",35.93113624,-82.00196607,37011,28777,"SPRUCE PINE","AVERY"
"NASH CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,652,654,10001763,"340000000073500000000","Current","HIFLD","HIFLD",35.9691042,-78.01514843,37127,27856,"NASHVILLE","NASH"
"NORTH CAROLINA CORRECTIONAL INSTITUTION FOR WOMEN","North Carolina","state","Prison","Max/Min","A","F",NA,NA,1646,1776,10004173,"340000000070200000000","Current","HIFLD","HIFLD",35.76470598,-78.62096416,37183,27610,"RALEIGH","WAKE"
"NEUSE CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,15,788,10001782,"340000000071010000000","Current","HIFLD","HIFLD",35.38793305,-78.03684678,37191,27533,"GOLDSBORO","WAYNE"
"NEW HANOVER CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,387,402,10001801,"340000000071500000000","Current","HIFLD","HIFLD",34.26648745,-77.92266866,37129,28402,"WILMINGTON","NEW HANOVER"
"NORTH PIEDMONT CONFINEMENT IN RESPONSE TO VIOLATION","North Carolina","state","Detention Center",NA,"A","F",NA,NA,0,136,10004178,"340000000079930000000","Current","HIFLD","HIFLD",NA,NA,37057,27292,"LEXINGTON","DAVIDSON"
"ORANGE CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,198,200,10004165,"340000000073600000000","Current","HIFLD","HIFLD",36.05345198,-79.10118383,37135,27278,"HILLSBOROUGH","ORANGE"
"PAMLICO CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,561,550,10001788,"340000000079997000000","Current","HIFLD","HIFLD",35.16043587,-76.77080712,37137,28515,"BAYBORO","PAMLICO"
"PASQUOTANK CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max/Min","A","M",NA,NA,679,896,10001752,"340000000079910000000","Current","HIFLD","HIFLD",36.36067354,-76.31073875,37139,27906,"ELIZABETH CITY","PASQUOTANK"
"PENDER CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med","A","M",NA,NA,747,768,10004226,"340000000071300000000","Current","HIFLD","HIFLD",34.55471094,-77.93711186,37141,28425,"BURGAW","PENDER"
"PIEDMONT CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med/Min","A","M",NA,NA,961,952,10004183,"340000000078800000000","Current","HIFLD","HIFLD",35.62127907,-80.5450782,37159,28147,"SALISBURY","ROWAN"
"POLK CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max/Min","A","M",NA,NA,877,904,10001747,"340000000078000000000","Current","HIFLD","HIFLD",36.13581599,-78.78554777,37077,27509,"BUTNER","GRANVILLE"
"RALEIGH CCW","North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"340000000079800000000","Previous",NA,NA,NA,NA,37183,NA,NA,NA
"RANDOLPH CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,225,226,10001771,"340000000076100000000","Current","HIFLD","HIFLD",35.66810835,-79.82424228,37151,27203,"ASHEBORO","RANDOLPH"
"RIVERS CORRECTIONAL INSTITUTION","North Carolina","federal","Prison",NA,NA,NA,NA,NA,1217,1450,10001745,"348046666079111100000","Current","HIFLD","HIFLD",36.40526967,-76.95966914,37091,27986,"WINTON","HERTFORD"
"RUTHERFORD CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,236,236,10001778,"340000000072700000000","Current","HIFLD","HIFLD",35.36509371,-81.91454325,37161,28160,"SPINDALE","RUTHERFORD"
"SAMPSON CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Med/Min","A","M",NA,NA,458,452,10004213,"340000000075200000000","Current","HIFLD","HIFLD",35.01274206,-78.34089616,37163,28328,"CLINTON","SAMPSON"
"SANFORD CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,295,298,10001777,"340000000073800000000","Current","HIFLD","HIFLD",35.4726341,-79.1593789,37105,27330,"SANFORD","LEE"
"SCOTLAND CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max/Min","A","M",NA,NA,1615,1652,10001793,"340000000071994000000","Current","HIFLD","HIFLD",34.81190277,-79.36494701,37165,28353,"LAURINBURG","SCOTLAND"
"SOUTH RALEIGH RE ENTRY CENTER","North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"SOUTHERN CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max","A","M",NA,NA,672,664,10001784,"340000000078500000000","Current","HIFLD","HIFLD",35.37938363,-79.87216029,37123,27371,"TROY","MONTGOMERY"
"STATEWIDE","North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"SWANNANOA CORRECTIONAL CENTER FOR WOMEN","North Carolina","state","Prison","Min","A","F",NA,NA,360,366,10006217,"340000000079960000000","Current","HIFLD","HIFLD",35.61094196,-82.37390015,37021,28711,"BLACK MOUNTAIN","BUNCOMBE"
"TABOR CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max/Min","A","M",NA,NA,1721,1752,10001799,"340000000079950000000","Current","HIFLD","HIFLD",34.18742355,-78.91156021,37047,28463,"TABOR CITY","COLUMBUS"
"TYRRELL PRISON WORK FARM","North Carolina","state","Work Camp","Min","A","M",NA,NA,639,620,10001021,"340000000079940000000","Current","HIFLD","Public Records",NA,NA,37177,27925,"COLUMBIA","TYRRELL"
"WAKE CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,407,414,10004174,"340000000074200000000","Current","HIFLD","HIFLD",35.76529636,-78.61752518,37183,27610,"RALEIGH","WAKE"
"WARREN CORRECTIONAL INSTITUTION","North Carolina","state","Prison","Max/Min","A","M",NA,NA,667,809,10004146,"340000000074450000000","Current","HIFLD","HIFLD",36.41681967,-78.27022977,37185,27553,"MANSON","WARREN"
"WILKES CORRECTIONAL CENTER","North Carolina","state","Prison","Min","A","M",NA,NA,266,268,10004153,"340000000072900000000","Current","HIFLD","HIFLD",36.16455616,-81.1320742,37193,28659,"NORTH WILKESBORO","WILKES"
"CENTRAL OFFICE","North Dakota","state","Administrative",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"COMMUNITY EXTENDED NUCLEAR TRA RRC FARGO","North Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"DIVISION OF JUVENILE SERVICES","North Dakota","state","Geographic",NA,"J",NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"DAKOTA WOMENS CORRECTIONAL REHABILITATION CENTER","North Dakota","state","Prison","Min","A","F",NA,NA,NA,NA,NA,"350000000071200000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"JAMES RIVER CORRECTIONAL CENTER","North Dakota","state","Prison","Med","A","M",NA,NA,439,424,10003603,"350000000070300000000","Current","HIFLD","HIFLD",46.88322924,-98.68507045,38093,58401,"JAMESTOWN","STUTSMAN"
"MISSOURRI RIVER CORRECTIONAL CENTER","North Dakota","state","Prison","Min","A","M",NA,NA,187,191,10003602,"350000000070200000000","Current","HIFLD","HIFLD",46.75378779,-100.8227808,38015,58506,"BISMARCK","BURLEIGH"
"NORTH DAKOTA STATE PENITENTIARY","North Dakota","state","Prison","Max","A","M",NA,NA,753,520,10003601,"350000000070100000000","Current","HIFLD","HIFLD",46.79996701,-100.7415405,38015,58506,"BISMARCK","BURLEIGH"
"PROBATION AND PAROLE","North Dakota","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"YOUTH CORRECTIONAL CENTER","North Dakota","state","Prison",NA,"J","B",NA,NA,NA,NA,NA,NA,"Current",NA,NA,46.8187668,-100.913189,NA,58554,"MANDAN",NA
"ACS CORRECTIONS","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"ALTERNATIVES INCORPORATED","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"ALVIS HOUSE INC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"ATALBERT HOUSE INC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"CHASE CENTER","Not Available","federal","Prison","Min","A","M",NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"COMMUNITY SOLUTIONS INC","Not Available","federal","Contractor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"CORE SERVICES GROUP INC RRC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"DISMAS CCC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"DISMAS CHARITIES COMMCORRCTR","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"DISMAS CHARITIES INC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"DISMAS HOUSE CHARITIES INC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"DRC DAY REPORTING CENTER GEO","Not Available","federal","Transitional Center",NA,NA,NA,"Different Operator","GeoGroup",NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"GEO CARE","Not Available","federal","Contractor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"GEO CARE INC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"GEO GROUP INC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"GEO REENTRY INC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"GLYNCO","Not Available","federal","Administrative",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"JACKSON COUNTY W R","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"KINTOCK GROUP THE","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"KINTOCK GROUP THE RRC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"NW REGIONAL RE ENTRY CENTER","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"PARSONS HOUSE","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"REALITY HOUSE GEO","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"REEVES I AND II CI PECOS","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"RRC BANNUM INCORPORATED","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"SALVATION ARMY CORRECTIONAL SE","Not Available","federal","Transitional Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"SALVATION ARMY CORRECTIONAL SE","Not Available","federal","Transitional Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"TALBERT HOUSE INCORPORATED","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"THE KINTOCK GROUP","Not Available","federal","Transitional Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"VOAGO RESIDENTIAL REENTRY PGM","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"VOLUNTEERS OF AMERICA","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"VOLUNTEERS OF AMERICA CSC","Not Available","federal","Transitional Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"VOLUNTEERS OF AMERICA INC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"VOLUNTEERS OF AMERICA RRC METAIRIE","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"WA RRC FLAG","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"WORKING ALTERNATIVES RRC","Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"ALLEN OAKWOOD CORRECTIONAL INSTITUTION","Ohio","state","Prison","Max/Min","A","M",NA,NA,1480,1645,10003389,"360000000072100000000","Current","HIFLD","Public Records",40.77810856,-84.10044987,39003,45801,"LIMA","ALLEN"
"BELMONT CORRECTIONAL INSTITUTION","Ohio","state","Prison","Med/Min","A","M",NA,NA,2209,2713,10002428,"360000000073300000000","Current","HIFLD","Public Records",40.08503109,-80.97659907,39013,43950,"ST CLAIRSVILLE","BELMONT"
"CHILLICOTHE CORRECTIONAL INSTITUTION","Ohio","state","Prison","Med/Min","A","M",NA,NA,2715,2950,10002432,"360000000071000000000","Current","HIFLD","HIFLD",39.36915278,-83.00182891,39141,45601,"CHILLICOTHE","ROSS"
"CORRECTIONAL RECEPTION CENTER","Ohio","state","Reception Center",NA,"A","M",NA,NA,1656,2100,10003424,"360000000072200000000","Current","HIFLD","Public Records",39.80018043,-83.14925654,39129,43146,"ORIENT","PICKAWAY"
"DAYTON CORRECTIONAL INSTITUTION","Ohio","state","Prison","Max/Min","A","M",NA,NA,863,900,10000984,"360000000072300000000","Current","HIFLD","Public Records",39.72945062,-84.25713674,39113,45417,"DAYTON","MONTGOMERY"
"ELKTON FEDERAL CORRECTIONAL INSTITUTION","Ohio","federal","Prison",NA,NA,NA,NA,NA,2004,1536,10003385,"366015666070100000000","Current","HIFLD","HIFLD",40.77251073,-80.7047809,39029,44432,"LISBON","COLUMBIANA"
"ELKTON FEDERAL CORRECTIONAL INSTITUTION","Ohio","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,39029,NA,NA,NA
"FRANKLIN MEDICAL CENTER","Ohio","state","Prison","Max/Min","A","M",NA,NA,473,615,10003411,"360000000072500000000","Current","HIFLD","HIFLD",39.92211409,-83.01475812,39049,43223,"COLUMBUS","FRANKLIN"
"GRAFTON CORRECTIONAL INSTITUTION","Ohio","state","Prison","Med/Min","A","M",NA,NA,661,2074,10003356,"360000000072600000000","Current","HIFLD","Public Records",41.28315407,-82.02518911,39093,44044,"GRAFTON","LORAIN"
