Name.Raw,Name.Clean,State,Jurisdiction,Is.Federal
Holmes-Humphreys County Correctional Facility,HOLMES HUMPHREYS COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
HolmesHumphreys County Correctional Facility,HOLMES HUMPHREYS COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Issaquena County Correctional Facility,ISSAQUENA COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Jefferson-Franklin County Correctiona Facility,JEFFERSON FRANKLIN COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Jefferson-Franklin County Correctional Facility,JEFFERSON FRANKLIN COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
JeffersonFranklin County Correctional Facility,JEFFERSON FRANKLIN COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Kemper-Neshoba County Correctional Facility,KEMPER NESHOBA COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
KemperNeshoba County Correctional Facility,KEMPER NESHOBA COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Leake County Correctional Facility,LEAKE COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Marion-Walthall County Correctiona Facility,MARION WALTHALL COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Marion-Walthall County Correctional Facility,MARION WALTHALL COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
MarionWalthall County Correctional Facility,MARION WALTHALL COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Marshall County Correctional Facility Holly Springs,MARSHALL COUNTY CORRECTIONAL FACILITY HOLLY SPRINGS,Mississippi,state,0
"Marshall County Correctional Facility, Holly Springs",MARSHALL COUNTY CORRECTIONAL FACILITY HOLLY SPRINGS,Mississippi,state,0
Mississippi State Penitentiary Parchman,MISSISSIPPI STATE PENITENTIARY,Mississippi,state,0
"Mississippi State Penitentiary, Parchman",MISSISSIPPI STATE PENITENTIARY,Mississippi,state,0
South Mississippi Correctional Institution Leakesville,SOUTH MISSISSIPPI CORRECTIONAL INSTITUTION LEAKESVILLE,Mississippi,state,0
"South Mississippi Correctional Institution, Leakesville",SOUTH MISSISSIPPI CORRECTIONAL INSTITUTION LEAKESVILLE,Mississippi,state,0
Stone County Correctional Facility,STONE COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Tallahatchie County Correctiona Facility,TALLAHATCHIE COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Tallahatchie County Correctional Facility,TALLAHATCHIE COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Washington County Correctional Facility,WASHINGTON COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Wilkinson County Correctional Facility Woodville,WILKINSON COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
"Wilkinson County Correctional Facility, Woodville",WILKINSON COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Winston-Choctaw County Correctional Facility,WINSTON CHOCTAW COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
WinstonChoctaw County Correctional Facility,WINSTON CHOCTAW COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Winston-Choctaw County Regional CF,WINSTON CHOCTAW COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Yazoo County Correctional Facility,YAZOO COUNTY CORRECTIONAL FACILITY,Mississippi,state,0
Southeast Missouri Behavioral Health Inc DBA  SEMO CTC,SOUTHEAST MO BEHAVIORAL HEALTH INC RESIDENTIAL REENTRY CENTER,Missouri,federal,1
SOUTHEAST MO BEHAVIORAL HEALTH FARMINGTON MO,SOUTHEAST MO BEHAVIORAL HEALTH INC RESIDENTIAL REENTRY CENTER,Missouri,federal,1
Southeast Missouri Behavioral Health Inc DBA SEMO CTC RRC,SOUTHEAST MO BEHAVIORAL HEALTH INC RESIDENTIAL REENTRY CENTER,Missouri,federal,1
"Southeast Missouri Behavioral Health, Inc.; DBA:  SEMO CTC",SOUTHEAST MO BEHAVIORAL HEALTH INC RESIDENTIAL REENTRY CENTER,Missouri,federal,1
"Southeast Missouri Behavioral Health, Inc.; DBA: SEMO CTC (RRC)",SOUTHEAST MO BEHAVIORAL HEALTH INC RESIDENTIAL REENTRY CENTER,Missouri,federal,1
SOUTHEAST MO BEHAVIORAL HEALTH,SOUTHEAST MO BEHAVIORAL HEALTH INC RESIDENTIAL REENTRY CENTER,Missouri,federal,1
Springfield MCFP,SPRINGFIELD MEDICAL CENTER FOR FEDERAL PRISONERS,Missouri,federal,1
Non-Facility,UNSPECIFIED FACILITIES,Missouri,state,0
Unspecified facilities,UNSPECIFIED FACILITIES,Missouri,state,0
Alpha House - Billings,ALPHA HOUSE BILLINGS,Montana,state,0
Alpha House - Billings - Community,ALPHA HOUSE BILLINGS,Montana,state,0
Connections Corrections Program East,EAST BUTTE CONNECTIONS CORRECTIONS PROGRAM,Montana,state,0
CCP East - Butte,EAST BUTTE CONNECTIONS CORRECTIONS PROGRAM,Montana,state,0
CCP East - Butte - Community,EAST BUTTE CONNECTIONS CORRECTIONS PROGRAM,Montana,state,0
CCP West and WATCh West - Warm Springs,WEST AND WATCH WEST WARM SPRINGS CONNECTIONS CORRECTIONS PROGRAM,Montana,state,0
CCP West and WATCh West - Warm Springs - Community,WEST AND WATCH WEST WARM SPRINGS CONNECTIONS CORRECTIONS PROGRAM,Montana,state,0
Watch West Warm Springs,WEST AND WATCH WEST WARM SPRINGS CONNECTIONS CORRECTIONS PROGRAM,Montana,state,0
Crossroads Correctional Center,CROSSROADS CORRECTIONAL CENTER,Missouri,state,0
Crossroads Correctional Center - Secure - Contracted,CROSSROADS CORRECTIONAL CENTER,Missouri,state,0
Crossroads Correctional Center contract facility,CROSSROADS CORRECTIONAL CENTER,Missouri,state,0
Gallatin Re-entry Program,GALLATIN REENTRY PROGRAM BOZEMAN,Montana,state,0
Gallatin Reentry Program - Bozeman,GALLATIN REENTRY PROGRAM BOZEMAN,Montana,state,0
Gallatin Reentry Program - Bozeman - Community,GALLATIN REENTRY PROGRAM BOZEMAN,Montana,state,0
Great Falls Regional Prison contract facility,GREAT FALLS REGIONAL PRISON,Montana,state,0
Great Falls Regional Prison,GREAT FALLS REGIONAL PRISON,Montana,state,0
Great Falls Regional Prison - Secure - Contracted,GREAT FALLS REGIONAL PRISON,Montana,state,0
Great Falls Prerelease Center,GREAT FALLS TRANSITION CENTER,Montana,state,0
Great Falls Transition Center - Great Falls,GREAT FALLS TRANSITION CENTER,Montana,state,0
Great Falls Transition Center - Great Falls - Community,GREAT FALLS TRANSITION CENTER,Montana,state,0
Montana State Prison,MONTANA STATE PRISON,Montana,state,0
Montana State Prison - Secure - State,MONTANA STATE PRISON,Montana,state,0
Montana Women's Prison - Secure - State,MONTANA WOMENS PRISON,Montana,state,0
Montana Womens Prison,MONTANA WOMENS PRISON,Montana,state,0
Montana Womens Prison - Secure - State,MONTANA WOMENS PRISON,Montana,state,0
Nexus Treatment Center,NEXUS TREATMENT PROGRAM LEWISTOWN,Montana,state,0
Nexus Treatment Center Lewistown,NEXUS TREATMENT PROGRAM LEWISTOWN,Montana,state,0
Nexus Treatment Program - Lewistown,NEXUS TREATMENT PROGRAM LEWISTOWN,Montana,state,0
Nexus treatment Program - Lewistown - Community,NEXUS TREATMENT PROGRAM LEWISTOWN,Montana,state,0
Passages - Billings,PASSAGES BILLINGS,Montana,state,0
Passages - Billings - Community,PASSAGES BILLINGS,Montana,state,0
Passages Billings,PASSAGES BILLINGS,Montana,state,0
Pine Hills Correctional Facility,PINE HILLS CORRECTIONAL FACILITY,Montana,state,0
Pine Hills Correctional Facility - Secure - State,PINE HILLS CORRECTIONAL FACILITY,Montana,state,0
Riverside Special Needs Unit,RIVERSIDE SPECIAL NEEDS UNIT,Montana,state,0
START Anaconda,START ASSESSMENT CENTER ANACONDA,Montana,state,0
START Assessment Center - Anaconda,START ASSESSMENT CENTER ANACONDA,Montana,state,0
START Assessment Center - Anaconda - Community,START ASSESSMENT CENTER ANACONDA,Montana,state,0
Casa Grande Prison,CASA GRANDE PRISON,Nevada,state,0
Ely State Prison,ELY STATE PRISON,Nevada,state,0
FLORENCE MCCLURE WOMENS CORRECTION CENTER,FLORENCE MCCLURE WOMENS CORRECTIONAL CENTER,Nevada,state,0
Florence McClure Women's Correction Center,FLORENCE MCCLURE WOMENS CORRECTIONAL CENTER,Nevada,state,0
Florence McClure Women's Correctional Center,FLORENCE MCCLURE WOMENS CORRECTIONAL CENTER,Nevada,state,0
Florence McClure Womens Correction Center,FLORENCE MCCLURE WOMENS CORRECTIONAL CENTER,Nevada,state,0
High Desert State Prison,HIGH DESERT STATE PRISON INDIAN VALLEY,Nevada,state,0
High Desert State Prison Indian Valley,HIGH DESERT STATE PRISON INDIAN VALLEY,Nevada,state,0
Indian Springs Southern Training Center,INDIAN SPRINGS SOUTHERN TRAINING CENTER,Nevada,state,0
Lovelock Correctional Center,LOVELOCK CORRECTIONAL CENTER,Nevada,state,0
Northern Nevada Correctional Center,NORTHERN NEVADA CORRECTIONAL CENTER,Nevada,state,0
Pioche Conservation Camp,PIOCHE CONSERVATION CAMP,Nevada,state,0
Southern Desert Correctional Center,SOUTHERN DESERT CORRECTIONAL CENTER,Nevada,state,0
Southern Desert Correctional Springs,SOUTHERN DESERT CORRECTIONAL CENTER,Nevada,state,0
Stewart Training Facility NDOC,STEWART TRAINING FACILITY NDOC,Nevada,state,0
Tonopah Conservation Camp,TONOPAH CONSERVATION CAMP,Nevada,state,0
NHCF-W,CORRECTIONAL FACILITY FOR WOMEN,New Hampshire,state,0
NHSP-M,STATE PRISON FOR MEN,New Hampshire,state,0
SPU & RTU,SECURE PSYCHIATRIC UNIT AND RESIDENTIAL TREATMENT UNIT,New Hampshire,state,0
SPU RTU,SECURE PSYCHIATRIC UNIT AND RESIDENTIAL TREATMENT UNIT,New Hampshire,state,0
Adult Diagnostic and Treatment Center,ADULT DIAGNOSTIC AND TREATMENT CENTER,New Jersey,state,0
Bayside State Prison,BAYSIDE STATE PRISON,New Jersey,state,0
Bo Robinson Assessment and Treatment,BO ROBINSON ASSESSMENT AND TREATMENT,New Jersey,state,0
Central Office Headquarters,CENTRAL OFFICE HEADQUARTERS,District of Columbia,federal,1
Central Office Headquarters,CENTRAL OFFICE HEADQUARTERS,New Jersey,state,0
Central Reception and Assignment Facility,CENTRAL RECEPTION AND ASSIGNMENT FACILITY,New Jersey,state,0
Clinton House,CLINTON HOUSE,New Jersey,state,0
Columbus House,COLUMBUS HOUSE,New Jersey,state,0
Correctional Staff Training Academy,CORRECTIONAL STAFF TRAINING ACADEMY,New Jersey,state,0
Correctional State Training Academy,CORRECTIONAL STAFF TRAINING ACADEMY,New Jersey,state,0
CURA Inc,CURA INC,New Jersey,state,0
"CURA, Inc.",CURA INC,New Jersey,state,0
Custody Recruitment Unit,CUSTODY RECRUITMENT UNIT,New Jersey,state,0
East Jersey State Prison,EAST JERSEY STATE PRISON,New Jersey,state,0
Edna Mahan Correctional Facility for Women,EDNA MAHAN CORRECTIONAL FACILITY FOR WOMEN,New Jersey,state,0
Fenwick House,FENWICK HOUSE,New Jersey,state,0
Fletcher House,FLETCHER HOUSE,New Jersey,state,0
Garden State Youth Correctional Facility,GARDEN STATE YOUTH CORRECTIONAL FACILITY,New Jersey,state,0
Garrett House,GARRETT HOUSE,New Jersey,state,0
Hope Hall,HOPE HALL,New Jersey,state,0
James A Hemm House,JAMES A HEMM HOUSE,New Jersey,state,0
James A. Hemm House,JAMES A HEMM HOUSE,New Jersey,state,0
Kintock Bridgeton 1,KINTOCK BRIDGETON 1,New Jersey,state,0
Kintock Bridgeton 2,KINTOCK BRIDGETON 2,New Jersey,state,0
Kintock Newark,KINTOCK NEWARK,New Jersey,state,0
Mid-State Correctional,MID STATE CORRECTIONAL FACILITY,New Jersey,state,0
Mid-State Correctional Facility,MID STATE CORRECTIONAL FACILITY,New Jersey,state,0
New Jersey State Prison,NEW JERSEY STATE PRISON,New Jersey,state,0
Northern State Prison,NORTHERN STATE PRISON,New Jersey,state,0
South Woods State Prison,SOUTH WOODS STATE PRISON,New Jersey,state,0
Southern State Correctional Facility,SOUTHERN STATE CORRECTIONAL FACILITY,New Jersey,state,0
The Harbor House,THE HARBOR HOUSE,New Jersey,state,0
Tully House,TULLY HOUSE,New Jersey,state,0
William H Fauver Youth Correctional Facility,WILLIAM H FAUVER YOUTH CORRECTIONAL FACILITY,New Jersey,state,0
Otero County Prison Facility (OCPF),OTERO COUNTY PRISON FACILITY,New Mexico,state,0
Otero County Prison Facility OCPF,OTERO COUNTY PRISON FACILITY,New Mexico,state,0
Penitentiary of New Mexico (PNM),PENITENTIARY OF NEW MEXICO,New Mexico,state,0
Penitentiary of New Mexico PNM,PENITENTIARY OF NEW MEXICO,New Mexico,state,0
New York City Jails,NEW YORK CITY JAILS,New York,county,0
Brooklyn MDC,BROOKLYN METROPOLITAN DETENTION CENTER,New York,federal,1
New York MCC,NEW YORK METROPOLITAN CORRECTIONAL CENTER,New York,federal,1
Adirondack,ADIRONDACK CORRECTIONAL FACILITY,New York,state,0
Altona,ALTONA CORRECTIONAL FACILITY,New York,state,0
Attica,ATTICA CORRECTIONAL FACILITY,New York,state,0
Auburn,AUBURN CORRECTIONAL FACILITY,New York,state,0
Bare Hill,BARE HILL CORRECTIONAL FACILITY,New York,state,0
Bedford Hills,BEDFORD HILLS CORRECTIONAL FACILITY,New York,state,0
Cape Vincent,CAPE VINCENT CORRECTIONAL FACILITY,New York,state,0
Cayuga,CAYUGA CORRECTIONAL FACILITY,New York,state,0
Clinton,CLINTON CORRECTIONAL FACILITY,New York,state,0
Collins,COLLINS CORRECTIONAL FACILITY,New York,state,0
Coxsackie,COXSACKIE CORRECTIONAL FACILITY,New York,state,0
Downstate,DOWNSTATE CORRECTIONAL FACILITY,New York,state,0
Eastern,EASTERN CORRECTIONAL FACILITY,New York,state,0
Edgecombe,EDGECOMBE RESIDENTIAL TREATMENT FACILITY,New York,state,0
Elmira,ELMIRA CORRECTIONAL FACILITY,New York,state,0
Fishkill,FISHKILL CORRECTIONAL FACILITY,New York,state,0
Five Points,FIVE POINTS CORRECTIONAL FACILITY,New York,state,0
Franklin,FRANKLIN CORRECTIONAL FACILITY,New York,state,0
Gouverneur,GOUVERNEUR CORRECTIONAL FACILITY,New York,state,0
Gowanda,GOWANDA CORRECTIONAL FACILITY,New York,state,0
Great Meadow,GREAT MEADOW CORRECTIONAL FACILITY,New York,state,0
Green Haven,GREEN HAVEN CORRECTIONAL FACILITY,New York,state,0
Groveland,GROVELAND CORRECTIONAL FACILITY,New York,state,0
Hale Creek,HALE CREEK CORRECTIONAL FACILITY,New York,state,0
Hudson,HUDSON CORRECTIONAL FACILITY,New York,state,0
Lakeview,LAKEVIEW CORRECTIONAL FACILITY,New York,state,0
Marcy,MARCY CORRECTIONAL FACILITY,New York,state,0
Midstate,MIDSTATE CORRECTIONAL FACILITY,New York,state,0
Mohawk Walsh Rmu,MOHAWK WALSH REGIONAL MEDICAL UNIT,New York,state,0
Mohawk-Walsh RMU,MOHAWK WALSH REGIONAL MEDICAL UNIT,New York,state,0
Mohawk/Walsh RMU,MOHAWK WALSH REGIONAL MEDICAL UNIT,New York,state,0
Mohawkwalsh Rmu,MOHAWK WALSH REGIONAL MEDICAL UNIT,New York,state,0
MOHAWKWALSH RMU,MOHAWK WALSH REGIONAL MEDICAL UNIT,New York,state,0
Moriah,MORIAH SCHOCK INCARCERATION CORRECTIONAL FACILITY,New York,state,0
Ogdensburg,OGDENSBURG CORRECTIONAL FACILITY,New York,state,0
Orleans,ORLEANS CORRECTIONAL FACILITY,New York,state,0
Otisville,OTISVILLE CORRECTIONAL FACILITY,New York,state,0
Queensboro,QUEENSBORO CORRECTIONAL FACILITY,New York,state,0
Riverview,RIVERVIEW CORRECTIONAL FACILITY,New York,state,0
Rochester,ROCHESTER CORRECTIONAL FACILITY,New York,state,0
Shawangunk,SHAWANGUNK CORRECTIONAL FACILITY,New York,state,0
Sing Sing,SING SING CORRECTIONAL FACILITY,New York,state,0
Southport,SOUTHPORT CORRECTIONAL FACILITY,New York,state,0
Sullivan,SULLIVAN CORRECTIONAL FACILITY,New York,state,0
Taconic,TACONIC CORRECTIONAL FACILITY,New York,state,0
Ulster,ULSTER CORRECTIONAL FACILITY,New York,state,0
Upstate,UPSTATE CORRECTIONAL FACILITY,New York,state,0
Wallkill,WALLKILL CORRECTIONAL FACILITY,New York,state,0
Washington,WASHINGTON CORRECTIONAL FACILITY,New York,state,0
Watertown,WATERTOWN CORRECTIONAL FACILITY,New York,state,0
Wende,WENDE CORRECTIONAL FACILITY,New York,state,0
Willard,WILLARD CORRECTIONAL FACILITY,New York,state,0
Woodbourne,WOODBOURNE CORRECTIONAL FACILITY,New York,state,0
Wyoming,WYOMING CORRECTIONAL FACILITY,New York,state,0
Butner FMC,BUTNER FEDERAL MEDICAL FACILITY,North Carolina,federal,1
Burke CRV,BURKE CONFINEMENT IN RESPONSE TO VIOLATION,North Carolina,state,0
Burke CRV Center,BURKE CONFINEMENT IN RESPONSE TO VIOLATION,North Carolina,state,0
Central Prison,CENTRAL PRISON,North Carolina,state,0
Dan River PWF,DAN RIVER PRISON WORK FARM,North Carolina,state,0
NC CI Women,NORTH CAROLINA CORRECTIONAL INSTITUTION FOR WOMEN,North Carolina,state,0
NCCIW,NORTH CAROLINA CORRECTIONAL INSTITUTION FOR WOMEN,North Carolina,state,0
North Pied CRV,NORTH PIEDMONT CONFINEMENT IN RESPONSE TO VIOLATION,North Carolina,state,0
North Piedmont CRV,NORTH PIEDMONT CONFINEMENT IN RESPONSE TO VIOLATION,North Carolina,state,0
Off Premises,OFF PREMISES,North Carolina,state,0
Tyrrell PWF,TYRRELL PRISON WORK FARM,North Carolina,state,0
Dismas Charities,DISMAS LAS CRUCES,NA,federal,1
Dismas Charities Inc.,DISMAS LAS CRUCES,NA,federal,1
DRC DAY REPORTING CENTER - GEO,DRC DAY REPORTING CENTER GEO,NA,federal,1
Geo Care,GEO CARE,NA,federal,1
Glynco,GLYNCO,NA,federal,1
Salvation Army,SALVATION ARMY CORRECTIONAL SE,NA,federal,1
Oriana House Inc,ORIANA HOUSE,Ohio,federal,1
Oriana House Inc.,ORIANA HOUSE,Ohio,federal,1
Correctional Reception Center,CORRECTIONAL RECEPTION CENTER,Ohio,state,0
CRC,CORRECTIONAL RECEPTION CENTER,Ohio,state,0
FMC,FRANKLIN MEDICAL CENTER,Ohio,state,0
Franklin Medical Center,FRANKLIN MEDICAL CENTER,Ohio,state,0
NERC,NORTHEAST REINTEGRATION CENTER,Ohio,state,0
Northeast Reintegration Center,NORTHEAST REINTEGRATION CENTER,Ohio,state,0
Ohio Reformatory for Women,OHIO REFORMATORY FOR WOMEN,Ohio,state,0
ORW,OHIO REFORMATORY FOR WOMEN,Ohio,state,0
Ohio State Penitentiary,OHIO STATE PENITENTIARY,Ohio,state,0
SOCF,SOUTHERN OHIO CORRECTIONAL FACILITY,Ohio,state,0
Southern Ohio Correctional Facility,SOUTHERN OHIO CORRECTIONAL FACILITY,Ohio,state,0
Oklahoma City FTC,OKLAHOMA CITY FEDERAL TRANSFER FACILITY,Oklahoma,federal,1
Administration,CENTRAL ADMINISTRATION,Oklahoma,state,0
Bill Johnson CC,BILL JOHNSON CORRECTIONAL CENTER,Oklahoma,state,0
Bill Johnson Correctional Center,BILL JOHNSON CORRECTIONAL CENTER,Oklahoma,state,0
Bridgeway Inc Halfway House,BRIDGEWAY INC HALFWAY HOUSE,Oklahoma,state,0
Carver Transitional Center Halfway House,CARVER TRANSITIONAL CENTER HALFWAY HOUSE,Oklahoma,state,0
Cimarron CF,CIMARRON CORRECTIONAL FACILITY PRIVATE PRISON,Oklahoma,state,0
Cimarron Correctional Facility (Private Prison),CIMARRON CORRECTIONAL FACILITY PRIVATE PRISON,Oklahoma,state,0
Cimarron Correctional Facility Private Prison,CIMARRON CORRECTIONAL FACILITY PRIVATE PRISON,Oklahoma,state,0
Clara Water Community CC,CLARA WATERS COMMUNITY CORRECTIONS CENTER,Oklahoma,state,0
Clara Waters Community Corrections Center,CLARA WATERS COMMUNITY CORRECTIONS CENTER,Oklahoma,state,0
Davis CF,DAVIS CORRECTIONAL FACILITY PRIVATE PRISON,Oklahoma,state,0
Davis Correctiona Facility Private Prison,DAVIS CORRECTIONAL FACILITY PRIVATE PRISON,Oklahoma,state,0
Davis Correctional Facility (Private Prison),DAVIS CORRECTIONAL FACILITY PRIVATE PRISON,Oklahoma,state,0
Davis Correctional Facility Private Prison,DAVIS CORRECTIONAL FACILITY PRIVATE PRISON,Oklahoma,state,0
Dick Conner CC,DICK CONNER CORRECTIONAL CENTER,Oklahoma,state,0
Dick Conner Correctional Center,DICK CONNER CORRECTIONAL CENTER,Oklahoma,state,0
Eddie Warrior CC,EDDIE WARRIOR CORRECTIONAL CENTER,Oklahoma,state,0
Eddie Warrior Correctional Center,EDDIE WARRIOR CORRECTIONAL CENTER,Oklahoma,state,0
Enid Community CC,ENID COMMUNITY CORRECTIONS CENTER,Oklahoma,state,0
Enid Community Corrections Center,ENID COMMUNITY CORRECTIONS CENTER,Oklahoma,state,0
Howard McLeod CC,HOWARD MCLEOD CORRECTIONAL CENTER,Oklahoma,state,0
Howard McLeod Correctional Center,HOWARD MCLEOD CORRECTIONAL CENTER,Oklahoma,state,0
Jackie Brannon Correctional Center,JACKIE BRANNON CORRECTIONAL CENTER,Oklahoma,state,0
James Crabtree CC,JAMES CRABTREE CORRECTIONAL CENTER,Oklahoma,state,0
James Crabtree Correctional Center,JAMES CRABTREE CORRECTIONAL CENTER,Oklahoma,state,0
Jess Dunn CC,JESS DUNN CORRECTIONAL CENTER,Oklahoma,state,0
Jess Dunn Correctional Center,JESS DUNN CORRECTIONAL CENTER,Oklahoma,state,0
Jim E Hamilton Correctional Center,JIM E HAMILTON CORRECTIONAL CENTER,Oklahoma,state,0
Jim E. Hamilton CC,JIM E HAMILTON CORRECTIONAL CENTER,Oklahoma,state,0
John Liley CC,JOHN LILLEY CORRECTIONAL CENTER,Oklahoma,state,0
John Lilley Correctional Center,JOHN LILLEY CORRECTIONAL CENTER,Oklahoma,state,0
joseph Harp Correctional Center,JOSEPH HARP CORRECTIONAL CENTER,Oklahoma,state,0
Joseph Harp Correctional Center,JOSEPH HARP CORRECTIONAL CENTER,Oklahoma,state,0
Kate Barnard CC,KATE BARNARD CORRECTIONAL CENTER,Oklahoma,state,0
Kate Barnard Correctional Center,KATE BARNARD CORRECTIONAL CENTER,Oklahoma,state,0
Lawton Community CC,LAWTON COMMUNITY CORRECTIONS CENTER,Oklahoma,state,0
Lawton Community Corrections Center,LAWTON COMMUNITY CORRECTIONS CENTER,Oklahoma,state,0
Lawton CF,LAWTON CORRECTIONAL FACILITY,Oklahoma,state,0
Lawton Correctional Facility Private Prison,LAWTON CORRECTIONAL FACILITY,Oklahoma,state,0
Lexington Assessment and Reception Center,LEXINGTON ASSESSMENT AND RECEPTION CENTER,Oklahoma,state,0
Mabel Bassett CC,MABEL BASSETT CORRECTIONAL CENTER,Oklahoma,state,0
Mabel Bassett Correctional Center,MABEL BASSETT CORRECTIONAL CENTER,Oklahoma,state,0
Mack Alford CC,MACK ALFORD CORRECTIONAL CENTER,Oklahoma,state,0
Mack Alford Correctiona Center,MACK ALFORD CORRECTIONAL CENTER,Oklahoma,state,0
Mack Alford Correctional Center,MACK ALFORD CORRECTIONAL CENTER,Oklahoma,state,0
North Fork CC,NORTH FORK CORRECTIONAL CENTER,Oklahoma,state,0
North Fork Correctional Center,NORTH FORK CORRECTIONAL CENTER,Oklahoma,state,0
Northeast Oklahoma CC,NORTHEAST OKLAHOMA CORRECTIONAL CENTER,Oklahoma,state,0
Northeast Oklahoma Correctional Center,NORTHEAST OKLAHOMA CORRECTIONAL CENTER,Oklahoma,state,0
Northeast Oklahoma Community Corrections Center,NORTHEAST OKLAHOMA CORRECTIONAL CENTER,Oklahoma,state,0
OKC Transitional Center Halfway House,OKC TRANSITIONAL CENTER HALFWAY HOUSE,Oklahoma,state,0
oklahoma City Community Corrections Center,OKLAHOMA CITY COMMUNITY CORRECTIONS CENTER,Oklahoma,state,0
Oklahoma City Community CC,OKLAHOMA CITY COMMUNITY CORRECTIONS CENTER,Oklahoma,state,0
Oklahoma City Community Corrections Center,OKLAHOMA CITY COMMUNITY CORRECTIONS CENTER,Oklahoma,state,0
Oklahoma State Penitentiary,OKLAHOMA STATE PENITENTIARY,Oklahoma,state,0
Oklahoma State Reformatory,OKLAHOMA STATE REFORMATORY,Oklahoma,state,0
oklahoma State Reformatory,OKLAHOMA STATE REFORMATORY,Oklahoma,state,0
Probation and Parole Officers,PROBATION AND PAROLE OFFICERS,Oklahoma,state,0
