"Facility.ID","PREA.Audit.Date","PREA.Report.Date","PREA.Staff.Population","PREA.Residents.Population","PREA.Capacity","PREA.Staff.Population.Type","PREA.Residents.Population.Type","PREA.Source"
2218,2018-04-26,2018-05-14,44,34,36,"Contact","Current","https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2018/NorthwestRegionalYouthCenter.pdf"
2219,2018-04-25,2018-05-09,45,24,36,"Contact","Current","https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2018/RiverbendTreatmentCenter.pdf"
2220,2020-06-15,2020-08-06,75,32,60,"Contact","Current","https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2020/SearsYouthCenter.pdf"
2221,2020-07-16,,27,10,24,"Contact","Current","https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2020/SierraOsageTreatmentCenter.pdf"
2222,2020-06-24,2020-07-14,49,33,60,"Contact","Current","https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2020/WatkinsMillParkCamp.pdf"
2223,2015-05-06,,62,41,48,"Assigned (Last 12 Months)","Current","https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2015/CY-2015-PREA-Audit-Waverly-Regional-Youth-Center.pdf"
2224,2018-02-05,2018-03-13,14,10,12,"Contact","Current","https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2018/CY-2018-PREA-Audit-Wilson-Creek.pdf"
2225,2018-06-11,2018-07-18,55,29,48,"Contact","Current","https://djs.maryland.gov/Documents/prea/2018-BMYC-PREA-Audit-Final-Report.pdf"
2228,2018-06-12,2018-07-18,51,30,40,"Contact","Current","https://djs.maryland.gov/Documents/prea/2018-GRYC-PREA-Audit-Final-Report.pdf"
2229,2018-05-24,2018-07-08,48,23,40,"Contact","Current","https://djs.maryland.gov/Documents/prea/2018-MMYC-PREA-Audit-Final-Report.pdf"
2231,2016-06-08,2016-07-06,194,86,120,"Assigned (Last 12 Months)","Current","https://djs.maryland.gov/Documents/prea/2016-Baltimore-City-JJC-PREA-Final-Report.pdf"
2232,2019-06-18,2019-07-31,112,49,72,"Contact","Current","https://djs.maryland.gov/Documents/prea/2019-CYDC-PREA-Audit-Final-Report.pdf"
2233,2018-06-14,2018-07-18,133,62,72,"Contact","Current","https://djs.maryland.gov/Documents/prea/2018-CHHJS-PREA-Audit-Final-Report.pdf"
2234,2018-05-21,2018-07-05,42,20,24,"Contact","Current","https://djs.maryland.gov/Documents/prea/2018-LESCC-PREA-Audit-Final-Report-July.pdf"
2235,2019-06-17,2019-07-29,28,9,14,"Contact","Current","https://djs.maryland.gov/Documents/prea/2019-JDCC-PREA-Audit-Final-Report.pdf"
2236,2018-05-22,2018-07-06,77,36,57,"Contact","Current","https://djs.maryland.gov/Documents/prea/2018-Alfred-D-Noyes-Childrens-Center-PREA-Audit-Final-Report.pdf"
2237,2018-06-13,2018-07-18,70,42,42,"Contact","Current","https://djs.maryland.gov/Documents/prea/2018-Waxter-PREA-Audit-Final-Report.pdf"
2238,2018-05-23,2018-07-07,44,18,24,"Contact","Current","https://djs.maryland.gov/Documents/prea/2018-WMCC-PREA-Audit-Final-Report.pdf"
2239,2019-02-21,2019-04-12,97,58,64,"Contact","Current","https://djj.georgia.gov/document/document/gaaaroncohnrydcyear3cycle2pdf/download"
2240,2018-03-08,2018-04-12,116,39,64,"Contact","Current","https://djj.georgia.gov/document/document/2018-prea-audit-augusta-regional-youth-detention-center/download"
2241,2020-02-27,2020-04-21,50,45,64,"Contact","Current","https://djj.georgia.gov/document/document/2020preaauditbobrichardsrydcyear1cycle3pdf/download"
2243,2020-08-04,2020-08-30,58,23,30,"Contact","Current","https://djj.georgia.gov/document/document/2020preaauditclaxtonrydcyear1cycle3pdf/download"
2244,2020-03-05,2020-05-19,74,47,48,"Contact","Current","https://djj.georgia.gov/document/document/2020preaauditcrisprydcyear1cycle3pdf/download"
2245,2018-02-07,2018-03-24,126,57,64,"Contact","Current","https://djj.georgia.gov/document/document/2018-prea-audit-dekalb-regional-youth-detention-center/download"
2246,2020-02-25,2020-04-09,112,19,30,"Contact","Current","https://djj.georgia.gov/document/document/2020preaauditelbertshawrydcyear1cycle3pdf/download"
2247,2019-02-07,2019-07-31,106,62,64,"Contact","Current","https://djj.georgia.gov/document/document/gagainesvillerydcyear3cycle2pdf--UNPUBLISHED-document--DO-NOT-SHARE-this-URL--/download"
2248,2019-03-12,2019-07-30,58,26,30,"Contact","Current","https://djj.georgia.gov/document/document/gathomasloftissrydcyear3cycle2pdf--UNPUBLISHED-document--DO-NOT-SHARE-this-URL--/download"
2249,2020-02-13,2020-04-02,83,64,70,"Contact","Current","https://djj.georgia.gov/document/document/2020preaauditmaconrydcyear1cycle3pdf/download"
2250,2018-03-07,2018-04-17,91,64,70,"Contact","Current","https://djj.georgia.gov/document/document/2018-prea-audit-marietta-regional-youth-detention-center/download"
2251,2019-02-05,2019-03-25,152,54,70,"Contact","Current","https://djj.georgia.gov/document/document/gamarthakglazerydcyear3cycle2pdf--UNPUBLISHED-document--DO-NOT-SHARE-this-URL--/download"
2252,2019-02-06,2019-07-30,215,96,200,"Contact","Current","https://djj.georgia.gov/document/document/gametrorydcyear3cycle2pdf--UNPUBLISHED-document--DO-NOT-SHARE-this-URL--/download"
2253,2018-02-08,2018-03-25,80,45,52,"Contact","Current","https://djj.georgia.gov/document/document/2018-prea-audit-rockdale-regional-youth-detention-center/download"
2254,2018-02-21,2018-03-30,92,57,100,"Contact","Current","https://djj.georgia.gov/document/document/2018-prea-audit-savannah-regional-youth-detention-center/download"
2255,2019-02-19,2019-07-30,108,32,56,"Contact","Current","https://djj.georgia.gov/document/document/gaterrellrydcyear3cycle2pdf--UNPUBLISHED-document--DO-NOT-SHARE-this-URL--/download"
2256,2018-02-21,2018-04-04,62,21,30,"Contact","Current","https://djj.georgia.gov/document/document/2018-prea-audit-waycross-regional-youth-detention-center/download"
2258,2018-02-06,2018-03-22,132,76,80,"Contact","Current","https://djj.georgia.gov/document/document/2018-prea-audit-atlanta-youth-development-campus/download"
2259,2019-03-14,2019-07-30,64,72,100,"Contact","Current","https://djj.georgia.gov/document/document/gaaugustaydcyear3cycle2pdf--UNPUBLISHED-document--DO-NOT-SHARE-this-URL--/download"
2260,2019-03-13,2019-04-22,163,90,256,"Contact","Current","https://djj.georgia.gov/document/document/gaeastmanydcyear3cycle2pdf--UNPUBLISHED-document--DO-NOT-SHARE-this-URL--/download"
2261,2020-02-11,2020-05-19,112,35,70,"Contact","Current","https://djj.georgia.gov/document/document/2020preaauditmaconydcyear1cycle3pdf/download"
2262,2020-08-06,2020-08-31,71,22,30,"Contact","Current","https://djj.georgia.gov/document/document/2020preaauditmilledgevilleydcyear1cycle3pdf/download"
2263,2020-03-03,2020-04-21,112,58,60,"Contact","Current","https://djj.georgia.gov/document/document/2020preaauditmuscogeeydcyear1cycle3pdf/download"
2264,2019-02-18,2019-07-30,145,55,150,"Contact","Current","https://djj.georgia.gov/document/document/gasumterydcyear3cycle2pdf--UNPUBLISHED-document--DO-NOT-SHARE-this-URL--/download"
2285,2017-06-06,2017-06-23,149,77,146,"Assigned (Last 12 Months)","Current","https://www2.illinois.gov/idjj/Documents/2017%20Illinois%20Department%20of%20Juvenile%20Justice%20PREA%20Audit%20Report-IYC%20Chicao.pdf"
2286,2019-06-25,2019-07-08,260,71,257,"Contact","Current","https://www2.illinois.gov/idjj/SiteAssets/Pages/PrisonRapeEliminationAct/2019%20Illinois%20Department%20of%20Juvenile%20Justice%20PREA%20Audit%20Report%20-%20Harrisburg.pdf"
2287,2019-08-13,2019-08-30,96,23,40,"Contact","Current","https://www2.illinois.gov/idjj/Documents/2019%20Illinois%20Department%20of%20Juvenile%20Justice%20PREA%20Audit%20Report%20-%20IYC%20Pere%20Marquette.pdf"
2288,2019-06-06,2019-06-20,47,78,328,"Contact","Current","https://www2.illinois.gov/idjj/Documents/Final%20PREA%20Audit%20Report%20-%20Illinois%20Youth%20Center%20St.%20Charles.pdf"
2289,2017-06-08,2017-06-23,140,30,78,"Assigned (Last 12 Months)","Current","https://www2.illinois.gov/idjj/Documents/2017%20Illinois%20Department%20of%20Juvenile%20Justice%20PREA%20Audit%20Report-IYC%20Warrenville.pdf"
2330,2017-10-05,2017-10-28,159,995,992,"Contact","Current","https://www.bop.gov/locations/institutions/ald/prea_ald.pdf"
2331,2021-02-04,2021-03-09,264,1269,1792,"Contact","Current","https://www.bop.gov/locations/institutions/ali/ALI_prea_25March2021.pdf"
2337,2019-06-20,2019-06-28,811,3392,2349,"Contact","Current","https://www.bop.gov/locations/institutions/alf/prea_alx.pdf"
2338,2019-02-14,2019-03-07,248,1270,1461,"Contact","Current","https://www.bop.gov/locations/institutions/ash/ASH_prea.pdf"
2339,2018-09-20,2018-10-10,433,1965,1928,"Contact","Current","https://www.bop.gov/locations/institutions/atl/prea_atl_2018.pdf"
2340,2021-02-25,2021-03-18,354,1028,1008,"Contact","Current","https://www.bop.gov/locations/institutions/atw/atw_prea_2105.pdf"
2341,2021-04-22,2021-05-22,253,1319,,"Contact","Current","https://www.bop.gov/locations/institutions/bas/bas_prea_2106.pdf"
2342,2021-04-22,2021-06-07,772,4249,4146,"Contact","Current","https://www.bop.gov/locations/institutions/bmp/bmp_prea_2106.pdf"
2343,2020-03-05,2020-04-08,331,1720,1895,"Contact","Current","https://www.bop.gov/locations/institutions/bec/BEC_prea_20200507.pdf"
2344,2021-03-11,2021-04-29,294,1332,1280,"Contact","Current","https://www.bop.gov/locations/institutions/ben/ben_prea_210513.pdf"
2345,2021-02-05,2021-03-31,241,615,1277,"Contact","Current","https://www.bop.gov/locations/institutions/ber/BER_prea_04_2021.pdf"
2346,2019-06-27,2019-07-08,375,1282,1280,"Contact","Current","https://www.bop.gov/locations/institutions/bsy/PREA_bsy.pdf"
2347,2018-12-12,2019-01-16,197,1270,1027,"Contact","Current","https://www.bop.gov/locations/institutions/big/big_prea_report.pdf"
2348,2019-08-23,2019-09-19,210,1710,1800,"Contact","Current","https://www.geogroup.com/Portals/0/PREA_Certifications/Flightline_Correctional_Facility_Final_Report.pdf"
2350,2017-06-08,,439,1767,1878,"Assigned (Last 12 Months)","Current","https://www.bop.gov/locations/institutions/bro/bro_prea_2017.pdf"
2351,2021-03-04,2021-04-19,128,585,747,"Contact","Current","https://www.bop.gov/locations/institutions/bry/prea_bry_2104.pdf"
2352,2020-03-12,2020-05-26,1307,4642,4097,"Contact","Current","https://www.bop.gov/locations/institutions/buh/BUH_prea.pdf"
2353,2017-11-16,2017-12-12,455,1362,1636,"Contact","Current","https://www.bop.gov/locations/institutions/caa/caa_prea_201712.pdf"
2354,2019-05-16,2019-06-27,466,1635,1240,"Contact","Current","https://www.bop.gov/locations/institutions/crw/prea_crw.pdf"
2356,2020-03-12,2020-04-07,204,608,349,"Contact","Current","https://www.bop.gov/locations/institutions/ccc/CCC_prea_2020_0519.pdf"
2357,2016-03-15,2018-04-19,1294,6626,5109,"Contact","Current","https://www.bop.gov/locations/institutions/clp/COX_prea.pdf"
2358,2019-03-28,2019-04-12,254,1219,1280,"Contact","Current","https://www.bop.gov/locations/institutions/cum/CUM_prea.pdf"
2359,2017-05-25,,287,1095,800,"Assigned (Last 12 Months)","Current","https://www.bop.gov/locations/institutions/dan/dan_prea_2017.pdf"
2360,2019-03-28,2019-04-10,478,1174,1188,"Contact","Current","https://www.bop.gov/locations/institutions/dev/DEV_prea.pdf"
2361,2017-05-25,,247,1220,896,"Assigned (Last 12 Months)","Current","https://www.bop.gov/locations/institutions/dub/prea_dub.pdf"
2363,2019-05-16,2019-06-07,266,1920,2176,"Contact","Current","https://www.bop.gov/locations/institutions/edg/EDG_prea_201906.pdf"
2364,2019-04-18,2019-05-05,293,1168,936,"Contact","Current","https://www.bop.gov/locations/institutions/ere/prea_final_report_ere.pdf"
2365,2020-03-05,2020-05-04,349,2429,2048,"Contact","Current","https://www.bop.gov/locations/institutions/elk/20200527_prea_elk.pdf"
2366,2018-05-08,2018-06-01,272,1126,1151,"Contact","Current","https://www.bop.gov/locations/institutions/eng/prea_eng.pdf"
2367,2021-03-11,2021-04-01,226,112,1024,"Contact","Current","https://www.bop.gov/locations/institutions/est/est_prea_0621.pdf"
2368,2019-02-28,2019-05-30,267,966,880,"Contact","Current","https://www.bop.gov/locations/institutions/fai/PREA_fai.pdf"
2369,2021-02-25,2021-04-29,805,2264,2435,"Contact","Current","https://www.bop.gov/locations/institutions/flm/flm_prea_210513.pdf"
2370,2021-04-08,2021-06-07,548,2714,2681,"Contact","Current","https://www.bop.gov/locations/institutions/for/for_prea_2106.pdf"
2371,2017-02-02,,606,4,4798,"Assigned (Last 12 Months)","Current","https://www.bop.gov/locations/institutions/ftd/PREA_final_report_ftd.pdf"
2372,2018-06-21,2018-07-10,325,1592,1555,"Contact","Current","https://www.bop.gov/locations/institutions/ftw/prea_ftw.pdf"
2373,2020-08-13,2020-08-20,265,1264,1800,"Contact","Current","https://www.mtctrains.com/wp-content/uploads/2021/01/Giles-W.-Dalby-Correctional-Facility-PREA-Final-Report.pdf"
2374,2019-09-26,2019-10-11,302,1436,1280,"Contact","Current","https://www.bop.gov/locations/institutions/gil/prea_gil_1119b.pdf"
2377,2020-07-03,2020-10-24,272,1682,1940,"Contact","Current","https://www.geogroup.com/Portals/0/PREA_Certifications/GPCF_FINAL_REPORT_2020.pdf?ver=2020-10-30-134649-053"
2378,2021-04-22,2021-06-07,772,4249,4146,"Contact","Current","https://www.bop.gov/locations/institutions/bmp/bmp_prea_2106.pdf"
2379,2019-03-28,2019-06-27,222,1266,897,"Contact","Current","https://www.bop.gov/locations/institutions/gua/prea_gua.pdf"
2380,2018-03-22,2018-05-04,791,3472,2867,"Contact","Current","https://www.bop.gov/locations/institutions/haf/HAF_prea_2018.pdf"
2382,2018-03-29,2018-04-23,194,384,768,"Contact","Current","https://dps.hawaii.gov/wp-content/uploads/2018/06/PREA-Audit-Report-FDC-Hawaii-4-23-18.pdf"
2383,2019-04-18,2019-07-24,228,788,698,"Contact","Current","https://www.bop.gov/locations/institutions/hou/prea_hou.pdf"
2384,2019-05-23,2019-06-14,321,1657,1380,"Contact","Current","https://www.bop.gov/locations/institutions/jes/jes_prea_2019.pdf"
2385,2017-11-03,2017-11-30,312,1429,993,"Contact","Current","https://www.bop.gov/locations/institutions/lat/LAT_prea.pdf"
2386,2018-05-24,2018-06-11,320,1895,1506,"Contact","Current","https://www.bop.gov/locations/institutions/lvn/LVN_prea2.pdf"
2387,2018-05-24,2018-06-12,372,1360,1882,"Contact","Current","https://www.bop.gov/locations/institutions/lee/prea_lee.pdf"
2388,2020-02-13,2020-04-05,434,548,1831,"Contact","Current","https://www.bop.gov/locations/institutions/lew/LEW_prea_20200325.pdf"
2389,2019-03-21,2019-04-02,484,1475,1563,"Contact","Current","https://www.bop.gov/locations/institutions/lex/prea_lex.pdf"
2390,2018-05-17,2018-06-12,456,2649,2058,"Contact","Current","https://www.bop.gov/locations/institutions/lof/prea_lof.pdf"
2391,2019-08-29,2019-09-12,209,979,784,"Contact","Current","https://www.bop.gov/locations/institutions/lor/LOR_prea_2019.pdf"
2392,2019-06-06,2019-08-09,209,621,1080,"Contact","Current","https://www.bop.gov/locations/institutions/los/prea_los.pdf"
2394,2020-02-06,2020-02-29,277,1088,1512,"Contact","Current","https://www.bop.gov/locations/institutions/man/MAN_prea_20200229.pdf"
2395,2021-03-25,2021-05-13,297,586,1113,"Contact","Current","https://www.bop.gov/locations/institutions/mna/prea_mna_202105.pdf"
2396,2019-05-23,2019-06-05,312,1372,1050,"Contact","Current","https://www.bop.gov/locations/institutions/mar/PREA_mar.pdf"
2397,2019-06-20,2019-07-08,378,1485,1110,"Contact","Current","https://www3.fed.bop.gov/locations/institutions/mcr/prea_mcr.pdf"
2398,2017-06-27,,316,1150,1854,"Contact","Current","https://www3.fed.bop.gov/locations/institutions/mcd/MCD_prea3.pdf"
2399,2018-06-07,2018-06-27,277,1212,1148,"Contact","Current","https://www.bop.gov/locations/institutions/mck/prea_mck.pdf"
2400,2019-11-21,2019-12-13,309,1587,2275,"Contact","Current","https://www.corecivic.com/hubfs/_files/2019-McRae%20-Final%20PREA%20Audit%20Report.pdf"
2401,2019-05-07,2019-06-27,263,1264,1314,"Contact","Current","https://www.bop.gov/locations/institutions/mem/prea_mem.pdf"
2402,2017-11-02,2017-11-16,263,795,1280,"Contact","Current","https://www.bop.gov/locations/institutions/men/MEN_prea.pdf"
2403,2018-05-10,2018-05-29,251,1350,1194,"Contact","Current","https://www.bop.gov/locations/institutions/mia/prea_mia.pdf"
2404,2018-06-21,2018-07-10,258,1447,1328,"Contact","Current","https://www.bop.gov/locations/institutions/mim/prea_mim.pdf"
2406,2019-04-04,2019-04-18,270,1223,1177,"Contact","Current","https://www.bop.gov/locations/institutions/mil/MIL_prea.pdf"
2407,2021-02-04,2021-02-06,114,336,920,"Contact","Current","https://www.bop.gov/locations/institutions/mon/prea_mon_202105.pdf"
2408,2018-02-01,2018-03-05,154,948,1305,"Contact","Current","https://www.bop.gov/locations/institutions/mrg/mrg_prea_2018.pdf"
2409,2018-04-19,2018-05-18,288,767,883,"Contact","Current","https://www.bop.gov/locations/institutions/nym/NYM_prea.pdf"
2413,2021-05-13,2021-06-25,477,1595,1924,"Contact","Current","https://www.bop.gov/locations/institutions/oad/OAD_prea_0630.pdf"
2414,2018-04-19,2018-06-08,273,1372,1065,"Contact","Current","https://www.bop.gov/locations/institutions/okl/prea_okl.pdf"
2415,2018-02-15,2018-03-05,275,729,1140,"Contact","Current","https://www.bop.gov/locations/institutions/otv/otv_prea_2018.pdf"
2416,2016-07-14,2016-07-28,267,988,796,"Assigned (Last 12 Months)","Current","https://www.bop.gov/locations/institutions/oxf/OXF_prea.pdf"
2417,2018-12-07,2018-12-26,260,1212,972,"Contact","Current","https://www.bop.gov/locations/institutions/pek/pek_prea_report.pdf"
2418,2019-05-02,2019-06-08,92,573,708,"Contact","Current","https://www.bop.gov/locations/institutions/pen/PREA_pen.pdf"
2419,2021-02-11,2021-03-27,529,2082,2210,"Contact","Current","https://www.bop.gov/locations/institutions/pem/PEX_prea_2021.pdf"
2420,2017-05-18,,255,902,867,"Assigned (Last 12 Months)","Current","https://www.bop.gov/locations/institutions/phl/PHL_prea_2017.pdf"
2421,2019-09-26,2019-10-15,273,1302,1049,"Contact","Current","https://www.bop.gov/locations/institutions/phx/phx_prea_1119b.pdf"
2422,2021-01-14,2021-03-01,633,2286,3283,"Contact","Current","https://www.bop.gov/locations/institutions/pol/pres_pol_2103.pdf"
2423,2021-03-18,2021-04-27,202,726,749,"Contact","Current","https://www.bop.gov/locations/institutions/rbk/rbk_prea_2106.pdf"
2425,2020-12-09,2021-05-05,191,980,1367,"Contact","Current","https://www.geogroup.com/Portals/0/PREA_Certifications/Reeves%20County%20Detention%20Center%20III%20Final%20PREA%20Report.pdf?ver=2021-05-19-150824-620&timestamp=1621451325618"
2426,2018-06-28,2018-07-22,427,654,784,"Contact","Current","https://www.bop.gov/locations/institutions/rch/prea_rch.pdf"
2427,2021-04-01,2021-05-05,205,764,623,"Contact","Current","https://www.bop.gov/locations/institutions/saf/saf_prea_2106.pdf"
2428,2021-03-11,2021-04-05,211,720,1110,"Contact","Current","https://www.bop.gov/locations/institutions/sdc/prea_sdc_2104.pdf"
2429,2019-04-25,2019-05-12,214,1131,996,"Contact","Current","https://www.bop.gov/locations/institutions/sst/prea_sst.pdf"
2430,2019-10-11,2019-11-03,267,1227,1010,"Contact","Current","https://www.bop.gov/locations/institutions/sch/sch_prea_final.pdf"
2431,2017-07-20,,308,2032,1688,"Assigned (Last 12 Months)","Current","https://www.bop.gov/locations/institutions/sea/sea_prea17.pdf"
2432,2017-06-22,,235,741,878,"Assigned (Last 12 Months)","Current","https://www.bop.gov/locations/institutions/set/set_prea_1707.pdf"
2433,2016-10-26,,343,1961,1503,"Assigned (Last 12 Months)","Current","https://www.bop.gov/locations/institutions/she/SHE_prea2.pdf"
2436,2018-02-15,2018-03-13,607,1042,1050,"Contact","Current","https://www.bop.gov/locations/institutions/spg/SPG_prea.pdf"
2437,2020-02-13,2020-03-23,239,972,1226,"Contact","Current","https://www.bop.gov/locations/institutions/tdg/TDG_prea_20200504.pdf"
2438,2018-03-22,2018-04-16,287,854,1424,"Contact","Current","https://www.bop.gov/locations/institutions/tal/TAL_prea.pdf"
2439,2019-03-14,2019-05-29,255,1122,779,"Contact","Current","https://www.bop.gov/locations/institutions/trm/prea_trm.pdf"
2440,2019-05-16,2019-05-29,708,2674,2111,"Contact","Current","https://www.bop.gov/locations/institutions/tha/prea_tha.pdf"
2441,2021-01-14,2021-01-28,254,1017,949,"Contact","Current","https://www.bop.gov/locations/institutions/tex/prea_tx_20210211.pdf"
2442,2019-06-13,2019-07-02,375,496,1522,"Contact","Current","https://www.bop.gov/locations/institutions/tom/PREA_tom.pdf"
2443,2019-04-25,2019-06-12,237,1335,1376,"Contact","Current","https://www.bop.gov/locations/institutions/trv/prea_trv.pdf"
2445,2021-04-29,2021-06-13,938,1176,960,"Contact","Current","https://www.bop.gov/locations/institutions/vim/vim_prea_0701.pdf"
2446,2018-09-20,2018-10-25,213,664,1050,"Contact","Current","https://www.bop.gov/locations/institutions/was/was_prea_20181109.pdf"
2448,2017-07-14,,326,1430,1900,"Contact","Current","https://www.bop.gov/locations/institutions/wil/WIL_prea1.pdf"
2450,2018-07-19,2018-08-01,767,4005,3860,"Contact","Current","https://www.bop.gov/locations/institutions/yam/YAX_prea.pdf"
2451,2018-06-13,2019-01-17,348,1729,1900,"Contact","Current","https://www.geogroup.com/Portals/0/PREA_Certifications/DRAY%20James%20PREA%20Audit%20Report%20Final.pdf"
2452,2019-07-25,2020-09-24,274,1547,1878,"Contact","Current","https://www.geogroup.com/Portals/0/PREA_Certifications/Moshannon_Valley_Correctional_Center_PREA_Report_Final.pdf?ver=2020-10-30-135416-507"
